date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2013/01/09,0,0,0,0,0,0,0,0
2013/01/10,1,0,0,0,0,0,0,0
2013/01/11,0,0,0,0,0,0,0,0
2013/01/12,0,0,0,0,0,0,0,0
2013/01/13,0,0,0,0,0,0,0,0
2013/01/14,0,0,0,0,0,1,1,0
2013/01/15,1,1,0,0,0,0,0,0
2013/01/16,0,0,0,0,0,0,0,0
2013/01/17,0,0,0,0,0,0,0,0
2013/01/18,0,0,0,0,0,0,0,0
2013/01/19,0,0,0,0,0,0,0,0
2013/01/20,0,0,0,0,0,0,0,0
2013/01/21,0,0,0,0,0,0,0,0
2013/01/22,0,0,0,0,0,0,0,0
2013/01/23,0,0,0,0,0,0,0,0
2013/01/24,0,0,0,0,0,0,0,0
