date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/12/31,0,0,0,0,0,0,0,0
2013/01/01,0,0,0,0,0,1,1,0
2013/01/02,1,1,0,0,0,0,0,0
2013/01/03,0,0,0,0,0,0,1,1
2013/01/04,1,0,0,0,0,0,0,0
2013/01/05,0,0,0,0,0,0,0,0
2013/01/06,0,0,0,0,0,0,0,0
2013/01/07,0,0,0,0,0,0,0,0
2013/01/08,0,0,0,0,0,0,0,0
2013/01/09,0,0,0,0,0,0,0,0
2013/01/10,0,0,0,0,0,0,0,0
2013/01/11,0,0,0,0,0,0,0,0
2013/01/12,0,0,0,0,0,0,0,0
2013/01/13,0,0,0,0,0,0,0,0
2013/01/14,0,0,0,0,0,0,0,0
