date,commits,self_review,waiting_first_review_staff,waiting_first_review_total,waiting_first_review_volunteer,waiting_plus2_staff,waiting_plus2_total,waiting_plus2_volunteer
2012/12/27,0,0,0,0,0,0,0,0
2012/12/28,0,0,0,0,0,0,1,1
2012/12/29,1,1,0,0,0,1,3,2
2012/12/30,3,2,0,0,0,0,1,1
2012/12/31,1,0,0,0,0,0,2,2
2013/01/01,2,1,0,0,0,0,0,0
2013/01/02,0,0,0,0,0,0,0,0
2013/01/03,0,0,0,0,0,0,0,0
2013/01/04,0,0,0,0,0,0,1,1
2013/01/05,2,1,0,0,0,0,0,0
2013/01/06,0,0,0,0,0,0,0,0
2013/01/07,1,1,0,0,0,0,1,1
2013/01/08,0,0,0,0,0,0,3,3
2013/01/09,2,1,0,0,0,0,1,1
2013/01/10,1,0,0,0,0,0,0,0
2013/01/11,0,0,0,0,0,0,1,1
2013/01/12,1,0,0,0,0,0,0,0
2013/01/13,0,0,0,0,0,0,0,0
2013/01/14,0,0,0,0,0,0,0,0
2013/01/15,0,0,0,0,0,0,1,1
2013/01/16,1,0,0,0,0,0,1,1
2013/01/17,1,0,0,0,0,0,0,0
2013/01/18,0,0,0,0,0,0,0,0
2013/01/19,0,0,0,0,0,0,1,1
2013/01/20,1,0,0,0,0,0,0,0
